# initial holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,cash,Share,,,,,,,,,,,
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008614,1008614,1008614,NULL,LIMIT,SELL,1,1230,2018-08-14T00:51:35.544,2018-08-14T00:51:35.546
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008615,1008615,1008615,NULL,LIMIT,SELL,1,1230,2018-08-14T00:51:36.593,2018-08-14T00:51:36.595
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008616,1008401,1008401,1008401,CANCEL,SELL,1,1280,2018-08-14T00:51:40.569,2018-08-14T00:51:40.573
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008617,1008401,1008401,1008617,CANCEL,SELL,1,1280,2018-08-14T00:51:40.812,2018-08-14T00:51:40.816
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008618,1008397,1008397,1008397,CANCEL,SELL,1,1280,2018-08-14T00:51:41.472,2018-08-14T00:51:41.476
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008619,1008619,1008619,1008627,LIMIT,SELL,1,1220,2018-08-14T00:51:42.595,2018-08-14T00:51:52.164
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008620,1008620,1008620,NULL,LIMIT,SELL,1,1230,2018-08-14T00:51:44.154,2018-08-14T00:51:44.156
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008621,1008621,1008621,NULL,LIMIT,SELL,1,1230,2018-08-14T00:51:44.976,2018-08-14T00:51:44.978
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008622,1008622,1008622,1008626,LIMIT,SELL,1,1220,2018-08-14T00:51:46.075,2018-08-14T00:51:51.670
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008623,1008623,1008623,1008634,LIMIT,BUY,1,1210,2018-08-14T00:51:48.430,2018-08-14T00:52:15.768
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008624,1008624,1008624,1008629,LIMIT,SELL,1,1220,2018-08-14T00:51:48.660,2018-08-14T00:51:56.700
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008625,1008625,1008625,1008642,LIMIT,SELL,1,1220,2018-08-14T00:51:51.495,2018-08-14T00:52:41.604
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008626,1008622,1008622,1008622,CANCEL,SELL,1,1220,2018-08-14T00:51:51.665,2018-08-14T00:51:51.669
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008627,1008619,1008619,1008619,CANCEL,SELL,1,1220,2018-08-14T00:51:52.160,2018-08-14T00:51:52.164
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008628,1008628,1008628,1008635,LIMIT,BUY,1,1210,2018-08-14T00:51:55.776,2018-08-14T00:52:15.980
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008629,1008624,1008624,1008624,CANCEL,SELL,1,1220,2018-08-14T00:51:56.696,2018-08-14T00:51:56.700
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008630,1008630,1008630,1008600,LIMIT,SELL,1,1210,2018-08-14T00:51:58.966,2018-08-14T00:51:58.971
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008631,1008477,1008477,1008477,CANCEL,SELL,1,1230,2018-08-14T00:51:59.855,2018-08-14T00:51:59.859
roused-nipper,Surfer19@bmm,4894,342,6224,6224,674,NULL,1008632,1008632,1008632,1008604,LIMIT,SELL,1,1210,2018-08-14T00:52:01.001,2018-08-14T00:52:01.005
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008633,1008633,1008633,1008637,LIMIT,BUY,1,1210,2018-08-14T00:52:04,2018-08-14T00:52:20.363
roused-nipper,Surfer19@bmm,4894,342,6224,6224,674,NULL,1008634,1008634,1008634,1008623,LIMIT,SELL,1,1210,2018-08-14T00:52:15.764,2018-08-14T00:52:15.768
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008635,1008635,1008635,1008628,LIMIT,SELL,1,1210,2018-08-14T00:52:15.976,2018-08-14T00:52:15.980
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008636,1008636,1008636,NULL,LIMIT,SELL,1,1230,2018-08-14T00:52:17.197,2018-08-14T00:52:17.199
roused-nipper,Surfer14@bmm,4889,342,6224,6224,674,NULL,1008637,1008637,1008637,1008633,LIMIT,SELL,1,1210,2018-08-14T00:52:20.357,2018-08-14T00:52:20.363
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008638,1008638,1008638,NULL,LIMIT,SELL,1,1220,2018-08-14T00:52:22.894,2018-08-14T00:52:22.896
roused-nipper,Surfer14@bmm,4889,342,6224,6224,674,NULL,1008639,1008639,1008639,1008640,LIMIT,SELL,1,1210,2018-08-14T00:52:24.095,2018-08-14T00:52:28.690
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008640,1008640,1008640,1008639,LIMIT,BUY,1,1210,2018-08-14T00:52:28.685,2018-08-14T00:52:28.690
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008641,1008641,1008641,NULL,LIMIT,BUY,1,1200,2018-08-14T00:52:39.983,2018-08-14T00:52:39.985
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008642,1008625,1008625,1008625,CANCEL,SELL,1,1220,2018-08-14T00:52:41.600,2018-08-14T00:52:41.604
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008643,1008575,1008575,1008575,CANCEL,SELL,1,1220,2018-08-14T00:52:41.821,2018-08-14T00:52:41.825
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# final holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,cash,Share,,,,,,,,,,,
roused-nipper,Surfer1@bmm,4876,342,6224,7350,0,,,,,,,,,,,
roused-nipper,Surfer2@bmm,4877,342,6224,1150,5,,,,,,,,,,,
roused-nipper,Surfer3@bmm,4878,342,6224,1290,5,,,,,,,,,,,
roused-nipper,Surfer4@bmm,4879,342,6224,3800,3,,,,,,,,,,,
roused-nipper,Surfer5@bmm,4880,342,6224,1320,5,,,,,,,,,,,
roused-nipper,Surfer6@bmm,4881,342,6224,7430,0,,,,,,,,,,,
roused-nipper,Surfer7@bmm,4882,342,6224,3840,3,,,,,,,,,,,
roused-nipper,Surfer8@bmm,4883,342,6224,2600,4,,,,,,,,,,,
roused-nipper,Surfer9@bmm,4884,342,6224,1290,5,,,,,,,,,,,
roused-nipper,Surfer10@bmm,4885,342,6224,3800,3,,,,,,,,,,,
roused-nipper,Surfer11@bmm,4886,342,6224,2500,4,,,,,,,,,,,
roused-nipper,Surfer12@bmm,4887,342,6224,5000,2,,,,,,,,,,,
roused-nipper,Surfer13@bmm,4888,342,6224,7340,0,,,,,,,,,,,
roused-nipper,Surfer14@bmm,4889,342,6224,7420,0,,,,,,,,,,,
roused-nipper,Surfer15@bmm,4890,342,6224,2490,4,,,,,,,,,,,
roused-nipper,Surfer16@bmm,4891,342,6224,110,6,,,,,,,,,,,
roused-nipper,Surfer17@bmm,4892,342,6224,1280,5,,,,,,,,,,,
roused-nipper,Surfer18@bmm,4893,342,6224,160,6,,,,,,,,,,,
roused-nipper,Surfer19@bmm,4894,342,6224,6140,1,,,,,,,,,,,
roused-nipper,Surfer20@bmm,4895,342,6224,3780,3,,,,,,,,,,,
roused-nipper,Surfer21@bmm,4896,342,6224,7410,0,,,,,,,,,,,
roused-nipper,Surfer22@bmm,4897,342,6224,5000,2,,,,,,,,,,,
roused-nipper,Surfer23@bmm,4942,342,6224,2500,4,,,,,,,,,,,
roused-nipper,Surfer24@bmm,4943,342,6224,5000,2,,,,,,,,,,,
roused-nipper,Surfer25@bmm,4953,342,6224,2500,4,,,,,,,,,,,
# final holdings -- end,,,,,,,,,,,,,,,,,
