Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
roused-nipper,Surfer15@bmm,4890,344,6226,6226,676,NULL,1009093,1009093,1009093,1009071,LIMIT,SELL,1,1130,2018-08-14T01:16:16.620,2018-08-14T01:16:16.625
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1009094,1009094,1009094,1009099,LIMIT,SELL,1,1160,2018-08-14T01:16:27.323,2018-08-14T01:16:36.155
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009095,1009095,1009095,1009103,LIMIT,BUY,1,1140,2018-08-14T01:16:28.787,2018-08-14T01:16:38.521
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009096,1009096,1009096,1009114,LIMIT,BUY,1,1140,2018-08-14T01:16:29.571,2018-08-14T01:17:07.125
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009097,1009077,1009077,1009077,CANCEL,SELL,1,1300,2018-08-14T01:16:32.883,2018-08-14T01:16:32.887
roused-nipper,Surfer16@bmm,4891,344,6226,6226,676,NULL,1009098,1009098,1009098,NULL,LIMIT,SELL,1,1150,2018-08-14T01:16:35.796,2018-08-14T01:16:35.797
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1009099,1009094,1009094,1009094,CANCEL,SELL,1,1160,2018-08-14T01:16:36.151,2018-08-14T01:16:36.154
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009100,1009100,1009100,1009105,LIMIT,BUY,1,1100,2018-08-14T01:16:37.624,2018-08-14T01:16:41.457
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1009101,1009101,1009101,1009122,LIMIT,SELL,1,1150,2018-08-14T01:16:38.072,2018-08-14T01:17:35.764
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009102,1009102,1009102,0,LIMIT,SELL,1,1130,2018-08-14T01:16:38.515,2018-08-14T01:16:38.521
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009103,1009102,1009102,1009095,LIMIT,SELL,1,1140,2018-08-14T01:16:38.519,2018-08-14T01:16:38.521
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1009104,1009104,1009104,1009108,LIMIT,SELL,1,1150,2018-08-14T01:16:40.213,2018-08-14T01:16:46.805
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009105,1009100,1009100,1009100,CANCEL,BUY,1,1100,2018-08-14T01:16:41.452,2018-08-14T01:16:41.457
roused-nipper,Surfer2@bmm,4877,344,6226,6226,676,NULL,1009106,1009106,1009106,NULL,LIMIT,SELL,1,1300,2018-08-14T01:16:42.355,2018-08-14T01:16:42.357
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1009107,1009046,1009046,1009046,CANCEL,SELL,1,1250,2018-08-14T01:16:42.760,2018-08-14T01:16:42.764
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1009108,1009104,1009104,1009104,CANCEL,SELL,1,1150,2018-08-14T01:16:46.802,2018-08-14T01:16:46.805
roused-nipper,Surfer9@bmm,4884,344,6226,6226,676,NULL,1009109,1009109,1009109,NULL,LIMIT,SELL,1,1160,2018-08-14T01:16:50.346,2018-08-14T01:16:50.348
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1009110,1009070,1009070,1009070,CANCEL,BUY,1,1120,2018-08-14T01:16:52.178,2018-08-14T01:16:52.181
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009111,1009111,1009111,1009119,LIMIT,BUY,1,1060,2018-08-14T01:16:53.733,2018-08-14T01:17:27.325
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1009112,1009112,1009112,1009116,LIMIT,BUY,1,1130,2018-08-14T01:16:55.627,2018-08-14T01:17:11.981
roused-nipper,Surfer21@bmm,4896,344,6226,6226,676,NULL,1009113,1009113,1009113,1009022,LIMIT,BUY,1,1150,2018-08-14T01:16:57.102,2018-08-14T01:16:57.109
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009114,1009114,1009114,1009096,LIMIT,SELL,1,1140,2018-08-14T01:17:07.119,2018-08-14T01:17:07.125
roused-nipper,Surfer14@bmm,4889,344,6226,6226,676,NULL,1009115,1009115,1009115,1009118,LIMIT,BUY,1,1140,2018-08-14T01:17:11.909,2018-08-14T01:17:26.035
roused-nipper,Surfer8@bmm,4883,344,6226,6226,676,NULL,1009116,1009112,1009112,1009112,CANCEL,BUY,1,1130,2018-08-14T01:17:11.977,2018-08-14T01:17:11.981
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009117,1009033,1009033,1009033,CANCEL,SELL,1,1200,2018-08-14T01:17:14.646,2018-08-14T01:17:14.650
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009118,1009118,1009118,1009115,LIMIT,SELL,1,1140,2018-08-14T01:17:26.029,2018-08-14T01:17:26.035
roused-nipper,Surfer6@bmm,4881,344,6226,6226,676,NULL,1009119,1009111,1009111,1009111,CANCEL,BUY,1,1060,2018-08-14T01:17:27.321,2018-08-14T01:17:27.325
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009121,1009121,1009121,1009126,LIMIT,SELL,1,1140,2018-08-14T01:17:34.381,2018-08-14T01:17:37.527
roused-nipper,Surfer3@bmm,4878,344,6226,6226,676,NULL,1009122,1009101,1009101,1009101,CANCEL,SELL,1,1150,2018-08-14T01:17:35.760,2018-08-14T01:17:35.764
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009123,1009068,1009068,1009068,CANCEL,SELL,1,1150,2018-08-14T01:17:35.931,2018-08-14T01:17:35.935
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009125,1009029,1009029,1009029,CANCEL,BUY,1,1050,2018-08-14T01:17:36.884,2018-08-14T01:17:36.888
roused-nipper,Surfer17@bmm,4892,344,6226,6226,676,NULL,1009126,1009121,1009121,1009121,CANCEL,SELL,1,1140,2018-08-14T01:17:37.523,2018-08-14T01:17:37.527
roused-nipper,Surfer11@bmm,4886,344,6226,6226,676,NULL,1009127,1009127,1009127,NULL,LIMIT,SELL,1,1140,2018-08-14T01:17:45.837,2018-08-14T01:17:45.839
roused-nipper,Surfer7@bmm,4882,344,6226,6226,676,NULL,1009128,1009128,1009128,NULL,LIMIT,BUY,1,1050,2018-08-14T01:17:51.851,2018-08-14T01:17:51.853
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# final holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,cash,Share,Shares?,Cash?,Shares + Cash?,Collated,,,,,,,
roused-nipper,Surfer1@bmm,4876,344,6226,7030,0,0,2,0,2,,,,,,,
roused-nipper,Surfer2@bmm,4877,344,6226,0,6,1,0,0,1,,,,,,,
roused-nipper,Surfer3@bmm,4878,344,6226,170,6,0,0,3,3,,,,,,,
roused-nipper,Surfer4@bmm,4879,344,6226,400,6,0,0,3,3,,,,,,,
roused-nipper,Surfer5@bmm,4880,344,6226,6320,1,0,0,3,3,,,,,,,
roused-nipper,Surfer6@bmm,4881,344,6226,7350,0,0,2,0,2,,,,,,,
roused-nipper,Surfer7@bmm,4882,344,6226,6960,0,0,2,0,2,,,,,,,
roused-nipper,Surfer8@bmm,4883,344,6226,7280,0,0,2,0,2,,,,,,,
roused-nipper,Surfer9@bmm,4884,344,6226,270,6,0,0,3,3,,,,,,,
roused-nipper,Surfer10@bmm,4885,344,6226,5000,2,0,0,3,3,,,,,,,
roused-nipper,Surfer11@bmm,4886,344,6226,3640,3,0,0,3,3,,,,,,,
roused-nipper,Surfer12@bmm,4887,344,6226,770,6,0,0,3,3,,,,,,,
roused-nipper,Surfer13@bmm,4888,344,6226,6810,0,0,2,0,2,,,,,,,
roused-nipper,Surfer14@bmm,4889,344,6226,800,6,0,0,3,3,,,,,,,
roused-nipper,Surfer15@bmm,4890,344,6226,5910,1,0,0,3,3,,,,,,,
roused-nipper,Surfer16@bmm,4891,344,6226,5010,2,0,0,3,3,,,,,,,
roused-nipper,Surfer17@bmm,4892,344,6226,4620,2,0,0,3,3,,,,,,,
roused-nipper,Surfer18@bmm,4893,344,6226,0,6,1,0,0,1,,,,,,,
roused-nipper,Surfer19@bmm,4894,344,6226,5060,2,0,0,3,3,,,,,,,
roused-nipper,Surfer20@bmm,4895,344,6226,2440,4,0,0,3,3,,,,,,,
roused-nipper,Surfer21@bmm,4896,344,6226,1660,5,0,0,3,3,,,,,,,
roused-nipper,Surfer22@bmm,4897,344,6226,5000,2,0,0,3,3,,,,,,,
roused-nipper,Surfer23@bmm,4942,344,6226,2500,4,0,0,3,3,,,,,,,
roused-nipper,Surfer24@bmm,4943,344,6226,5000,2,0,0,3,3,,,,,,,
roused-nipper,Surfer25@bmm,4953,344,6226,2500,4,0,0,3,3,,,,,,,
# final holdings -- end,,,,,,,,,,,,,,,,,
